"sound/soc/codecs/cs4270.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/codecs/cs42xx8-i2c.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/codecs/cs42xx8.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/codecs/cs42xx8.h",1,"SPDX-License-Identifier: GPL-2.0 */","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/codecs/sta529.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/dwc/dwc-i2s.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/dwc/dwc-pcm.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/dwc/local.h",1,"SPDX-License-Identifier: GPL-2.0 */","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/fsl/efika-audio-fabric.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/spear/spdif_in.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/spear/spdif_out.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/spear/spear_pcm.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/x86/intel_hdmi_audio.h",1,"SPDX-License-Identifier: MIT */","2026-02-17 19:08:37 UTC","Tim Bird",""
